,date_published,headline,publisher,description,category,keywords
152,2023-01-19T13:00:38Z,"Backlash follows finding that soccer manager who used ‘offensive, racist and Islamophobic’ language is ‘not a conscious racist’",CNN,"Anti-racism groups and England’s Football Association (FA) are denouncing an independent panel’s finding that a British soccer manager who used “offensive, racist and Islamophobic” language is “not a conscious racist.”",sport,"brand safety-nsf discrimination, brand safety-nsf sensitive, discrimination, football (soccer), iab-soccer, iab-sports, racism and racial discrimination, societal issues, society, sports and recreation"
153,2023-01-19T12:50:59Z,Argentine corn field planted with face of World Cup winner Lionel Messi,CNN,"Lionel Messi has been immortalized in Argentina in tributes ranging from tattoos to murals after leading the national team to win the soccer World Cup. Now, his face can be seen from the heavens too – on a specially designed corn field.",sport,"2022 fifa world cup, argentina, continents and regions, domestic alerts, domestic-international news, fifa, fifa world cup, football (soccer), iab-agriculture, iab-business and finance, iab-industries, iab-soccer, iab-sports, latin america, lionel messi, soccer events, south america, sports and recreation, sports events, sports figures, sports organizations and teams, the americas"
154,2023-01-19T11:17:57Z,Dallas Cowboys sign kicker Tristan Vizcaino as insurance after Brett Maher’s historically poor playoff performance,CNN,The Dallas Cowboys signed Tristan Vizcaino to their practice squad after starting kicker Brett Maher endured a historically inaccurate playoff performance on Monday.,sport,"dallas cowboys, football (american), iab-american football, iab-sports, national football conference, nfc east, nfl, sports and recreation, sports organizations and teams"
155,2023-01-18T11:30:59Z,"Jay Briscoe, US pro wrestling star, dead at 38",CNN,The US wrestling world is in shock after the death was announced of professional wrestler Jay Briscoe at age 38.,sport,"brand safety-nsf death, brand safety-nsf sensitive, death and dying, deaths and fatalities, iab-bereavement, iab-family and relationships, iab-sports, iab-wrestling, society, sports and recreation, wrestling"
156,2023-01-19T10:14:55Z,The big questions heading into the 2023 golf season,CNN,Last year was a dramatic one for golf – and 2023 is shaping up to be just as exciting. CNN looks at the key talking points around the new golfing season.,sport,
157,2023-01-19T10:10:19Z,Casper Ruud: No. 2 seed dumped out of Australian Open by American Jenson Brooksby,CNN,"Australian Open No. 2 seed Casper Ruud was dumped out of the grand slam by American Jenson Brooksby on Thursday, beaten 6-3 7-5 6-7 (4-7) 6-2 in the second round.",sport,"australian open, grand slam tournaments, iab-sports, iab-tennis, professional tennis, sports and recreation, sports events, tennis, tennis events"
158,2023-01-19T09:41:22Z,Damar Hamlin is ‘a positive energy bubble’ at Bills facility,CNN,"As the Buffalo Bills prepare to play the Cincinnati Bengals  on Sunday in the AFC playoffs divisional round, Bills head coach Sean McDermott has told reporters that safety Damar Hamlin is at the team facility almost daily.",sport,"damar hamlin, football (american), iab-american football, iab-sports, sports and recreation, sports figures"
159,2023-01-18T22:29:54Z,"Hampered by injury, what’s next for Rafael Nadal following Australian Open exit?",CNN,Images of Rafael Nadal making his way off the court with an injury have unfortunately become an all too familiar sight for tennis fans.,sport,"australian open, brand safety-nsf health issues, brand safety-nsf sensitive, diseases and disorders, domestic alerts, domestic-health and science, french open, grand slam tournaments, health and medical, iab-diseases and conditions, iab-injuries, iab-medical health, iab-sports, iab-tennis, international alerts, international-health and science, professional tennis, rafael nadal, sports and recreation, sports events, sports figures, tennis, tennis events, wounds and injuries"
160,2023-01-19T08:13:37Z,Danielle Collins left ‘a little embarrassed’ after mistakenly celebrating victory too early in tiebreak at Australian Open,CNN,"We’ve all been there. You’re in the midst of competition and in the furor of battle, you lose track of the moment and score of the match.",sport,"australian open, grand slam tournaments, iab-sports, iab-tennis, professional tennis, sports and recreation, sports events, tennis, tennis events"
161,2023-01-18T08:19:25Z,"Helicopter crash near Kyiv kills 14, including Ukrainian interior minister",CNN,"A helicopter carrying the leadership team of Ukraine’s interior ministry crashed near a kindergarten and residential block in the Kyiv region on Wednesday, killing at least 14 people, including all nine people on board, according to officials.",world,
162,2023-01-18T17:36:25Z,Iceland captain Sara Björk Gunnarsdóttir reveals maternity pay victory in landmark ruling against Olympique Lyonnais,CNN,"Iceland captain Sara Björk Gunnarsdóttir on Tuesday revealed details of a maternity pay victory in a landmark ruling against her former club, Olympique Lyonnais.",sport,"compensation and benefits, continents and regions, employee leave, europe, football (soccer), france, iab-soccer, iab-sports, iceland, labor and employment, ligue 1, maternity leave, northern europe, olympique lyonnais, sports and recreation, sports organizations and teams, western europe"
163,2023-01-18T16:22:58Z,Jim Ratcliffe’s INEOS enters bidding process to buy Manchester United – The Times reports,CNN,"British billionaire Jim Ratcliffe’s company INEOS has formally entered the bidding process to buy Premier League soccer club Manchester United, according to The Times on Wednesday.",sport,"football (soccer), iab-soccer, iab-sports, manchester united fc, premier league, sports and recreation, sports organizations and teams"
164,2023-01-18T13:06:01Z,‘Unbelievable’ 70-shot rally sends Australian Open fans into raptures,CNN,"The fans at the Australian Open were treated to a monster rally on Wednesday, one which sent them into a rapture as a result.",sport,"australian open, grand slam tournaments, iab-sports, iab-tennis, professional tennis, sports and recreation, sports events, tennis, tennis events"
165,2023-01-18T12:34:26Z,Bidder pays $2.6 million for ‘Beyond Imagination’ ticket to watch Cristiano Ronaldo vs. Lionel Messi,CNN,A Saudi Arabian businessman has won an auction for a golden ticket to watch Cristiano Ronaldo take on Lionel Messi with a bid of 10 million Saudi riyals ($2.6 million).,sport,"continents and regions, cristiano ronaldo, lionel messi, middle east, middle east and north africa, saudi arabia, sports figures"
166,2023-01-18T10:08:23Z,Coco Gauff defeats Emma Raducanu to advance at the Australian Open,CNN,"Coco Gauff fought through a tough second-round match at the Australian Open on Wednesday, defeating Emma Raducanu 6-3 7-6.",sport,
167,2023-01-17T23:12:16Z,"The world’s oldest person, a French nun, dies at 118",CNN,"French nun Sister André, the world’s oldest known person, died on Tuesday at the age of 118 in the southern city of Toulon.",world,"belief, religion and spirituality, brand safety-nsf death, brand safety-nsf religion, brand safety-nsf sensitive, catholics and catholicism, christianity, death and dying, deaths and fatalities, iab-bereavement, iab-christianity, iab-family and relationships, iab-religion & spirituality, religious groups, society"
168,2023-01-18T10:45:49Z,Climate activist Greta Thunberg released after being detained by German police at coal mine protest,CNN,Climate activist Greta Thunberg has been released by police after being briefly detained at a protest in Germany.,world,"activism, brand safety-nsf crime, brand safety-nsf oil negative, brand safety-nsf other, brand safety-nsf sensitive, business and industry sectors, business, economy and trade, civil disobedience, climate change, coal industry, coal mining, continents and regions, crime, law enforcement and corrections, domestic alerts, domestic-climate crisis, domestic-health and science, domestic-international news, energy and environment, energy and utilities, environment and natural resources, europe, germany, greta thunberg, iab-business and finance, iab-crime, iab-environment, iab-industries, iab-power and energy industry, iab-science, international alerts, international-climate crisis, international-health and science, law enforcement, mining and minerals, misc people, policing and police forces, protests and demonstrations, society, western europe"
